full_text
Film Indonesia baru di bioskop hari ini:  Nona Manis Sayange - SU - Drama, Romance - 103 mins Budi Pekerti - 13+ - Drama - 111 mins Kultus Iblis - 17+ - Horror - 98 mins  Kamu tertarik nonton yg mana aja? https://t.co/9BbzF8FFEF
@K3FilmSpace Fuck film horror indonesia. series Jadi Pocong nya HJ Mandrak bikin gue ga berani ke WC sendirian waktu SD anjrit
Qodrat menurut hamba film horror paling akurat, paling mending ditonton timbang lainnya. Soalnya mereka ada konsul dulu sama beberapa ulama Indonesia buat nyari tahu ayat2 apa yg biasa dibaca buat nge ruqyah.
@WatchmenID Indonesia kebanyakan film horror wkwkwk
Menurut lo film horror dari negara mana nih yang serem nya SEREM BANGET?  Kalo mimin evo sih jelas horor Indonesia ya karena setan nya berasa real banget takuttt😭😭😭  Kalo ada rekomendasi film horror lain rep yakk, kita adu seberapa horror elo🫵🏻  #Evoria #Exploraja #Halloween
Pengabdi Setan  Bahas film horror Indonesia pasti harus ada film ini nih! Tentang sekeluarga yang diteror sama sekte sesat pemuja setan gitu deh 10/10 keren banget serem BANGET😭👍🏻  So far udah ada 2 film dan katanya sih film 3 juga mau ada👀  #Evoria #Exploraja #PengabdiSetan https://t.co/5SW2eOwfv5
Buat lo yang Halloween nya gak kemana-mana bisa rayain di rumah aja lho.  Nih mimin evoria kasih rekomendasi film horror Indonesia biar bisa merinding di rumah😋  #Evoria #Exploraja #HappyHalloween https://t.co/0MtjFZifET
@NarasiNewsroom Nonton film horror Indonesia aj udah aneh.
@ssefnum Film horror Indonesia : Waktu Maghrib, Ivanna, Sewu Dino, Pengabdi Setan 1 &amp  2, Perempuan Tanah Jahannam.
keseruan hari ini sangat luar biasa, dengan menonton film bertema horror di akhir oktober, mulai dari fantasea di TIM dan tiger stripe di CGV GI, terimakasih @jakartafilmweek @torch_indonesia see you next year 🎉 https://t.co/QWh5jJkPGz
@hottcoffeee__ @moviemenfes Ini dari awal sampai akhir mantap, penonton dibuat ngos ngosan. Salah satu the next level film horror Indonesia garapan Joko Anwar
[] Setelah sekian lama akhirnya merasakan nonton film horror Indonesia seseram ini😅 sampai bikin dada sakit sama kaki lemes  Indigo seserem itu🥹
Film Indonesia lg banyak yg horror, mau ntn tapi ga berani. Karena merasa terlalu relevan setannya haha
Oct 21 - Fear(s) of the Dark  Film yg susah bgt nemu streamingnya di Indonesia but worth every effort you can muster - karena jago banget elevate horror lewat ANIMASI hitam putih yang very VERY well made, dengan cerita dari eldritch sampe bugs horror  Most Fav: Mattotti’s Story https://t.co/dpKFkcBm44
Indonesia sedang dipertontonkan dagelan, drama, komedi, thriller politik yg sangat menghibur 😂 Tapi jangan sampai Anies jadi Presiden, bisa jadi film horror 10 tahun 🫥🫥
sangat disayangkan, padahal menurut saya lima malam di tempat freddy ini sangatlah sesuai dengan kriteria film yang digandrungi oleh masyarakat indonesia— horror, klise, dan penuh adegan mengkagetkan. apakah sudah tidak zaman bagi anak-anak muda untuk mempunyai fase-
Gratis gratis gratis gratis gratis  nonton Bioskop  CGV Grand Indonesia 27 Oct 2023 jam 20.15  - film genre Horror - 1 pendaftar boleh s/d 20 orang - wajib 17thn keatas  DM / reply segera Siapa cepat dapat  Trims
Megatron Adian Celine Cawapres Give Away Indonesia Daddies Gamoy Muda Bersatu giselle drama teaser #SalmaSalsabil #film #movies   yang suka genre horror, cocok nih kayaknya.. https://t.co/oiAAwxEkA4  https://t.co/uE1DBUmQL4
@WatchmenID Gak akan tertarik nonton film horror Indonesia gara2 KKN ini
Coba gua pen tau alesan kenapa orang indo masih banyak yg nonton film horror indonesia, whyy?? Apa se worth it itu kah?
@oL0fRPXaen25817 @oliivia09 @bicaraboxoffice Ya krn indonesia suka ditakut2i, mistis juga masih berlaku bgt disini, apa2 dikaitkan sama hantu, ya jelas laris 🤭  Aku aja suka baca thread horror, tpi tdk untuk film sih
Stop! Dengan semua film horror! Aku butuh film action dari perfilman Indonesia. Film detektif misteri. Film komedi. Film road trip. Film sci-fi kayak Tengkorak.
@moviemenfes film paket lengkap. friendshipnya ada, keluarganya, romance tipis tipisnya juga ada, plotnya bagus bgt menurut gue. indonesia sekarang malah kebanyakan film horror sm selingkuh doang 😔😔😔😔
PERHATIAN!  Sewu Dino sekarang tersedia di streaming platform Amazon Prime Video dan di website kami GRATIS!!  #amazonprimevideo #sewudino #indonesia #film #horror #October #Halloween https://t.co/rwewsXOVGN
5 Rekomendasi Film Horror Terbaik Indonesia dari Waktu ke Waktu https://t.co/EKHzDwpuiU
"@zerostrayk @memelord_666666 @mridwan6179 dri caption nya aja Kembalikan horror esek-esek ke indonesia 🙏🏼"", sarkas nya terletak dimana wkwk ?, niat nya ya emng cuma mau ingetin lagi kalo Indonesia prnah ada film horor esek esek nya , y emng blunder aja itu adminnya dngan retweet yg ga setuju dunia horor bawa² agama itu"""
@bicaraboxoffice Iyah, sejauh pengamatan saya selera film Indonesia itu lebih ke horror, dan drama..  Maka itu harus menjadi prioritas utama..  Di kemudian hari.
lagi rame soal film horror yg bawa² unsur agama. lagipula di Indonesia hantu dan mistis kan selalu berhubungan dg agama tertentu. Kecuali yg ditulis psychological horror.  di Indonesia ini masih byk yg ngaggep film itu harus punya pesan moral. padahal ga selalu itu tujuannya.
ini baru esensi film horror indonesia yang sesungguhnya
"kembali lagi, kekuatan film ini tu ada di plot juga akting para cast. rapi dan masuk akal adalah kunci bagi film horror indonesia saat ini wkwkwk. make sense disini maksudnya tidak melebih kan atau lebay ya. yaa dari awal emangnya pesugihan itu masuk akal?"""
@sosmedkeras Udah mulai bosen sama film horror Indonesia, umumnya premisnya ya begitu doang, dateng ke tempat sakral, penunggunya marah, kesurupan, mati.  Bakal bagus kalo memperbanyak film tema sci-fi, mind bending, atau petualangan.
@tanyakanrl Lo tau horror Turki judulnya Siccin (ada 6 film)? Adegannya ga jauh-jauh dari komunitas muslim dan ada adegan dikerjain jin pas solat.   Anehnya ga ada Turki yg protes kayak lo. Ini saatnya lo mengharumkan keislaman lo di Timur Tengah membawa nama Indonesia yang sangat islami
sorry tapi ini jatuhnya malah nakut nakutin orang mau ibadah, produser film horror indonesia kayaknya harus punya ide lain ya
@memelord_666666 Ada yang tau gak judul film horror esek esek Indonesia yang adegan paling gw inget itu ada genk kyk 4 atau 5 orang gitu dan salah satu dari genk itu ada ceweknya, nah di suatu rumah cewknya kyk di kunci terus cowoknya ganti2an masuk gitu. Gw cuman ingat itu doang 🥺
@kadyasandya Sejak film makmum, banyak adegan film horror Indonesia nyempilin adegan lagi sholat diganggu setan. Ini maksudnya apa?
@AdorkableRacer Pernah ada film horror Indonesia yang POV-nya dari orang Katolik. Pemeran utamanya Shandy Aulia dan di filmnya jadi suster gitu tapi kayaknya nggak kayak The Nun sih.
@kadyasandya Sekalian komenin Siccin kalau gitu Bang. Horror Turki yg ada adegan lagi solat terus ketimpuk kepala babi.  Soalnya orang Turki ga masalah sama film itu. Ini saatnya Abang sbg orang Indonesia mengharumkan nama Islam
@howcathartic nah, masalahnya emang ada film indonesia yang executed well ?? ngga usah muluk muluk bahas genre religious horror deh, yang biasa aja kaya romcom gitu masih ngga ada yang executed well kok menurut ku
Oct 16 - FISFIC v1  Special shoutout buat film langka Indonesia yang gatau skrg bisa nontonnya di mana (kayaknya ga mungkin selain punya dvd-nya)  Fisfic is special - 6 film pendek unik dari 2011 pas lagi maraknya horror gaje esek2  If you can find it, WATCH IT  Most fav: Taksi https://t.co/fV7Pcwk4hj
"selain ibadah atau konteks agama lainnya, film horror di indonesia kebanyakan goalnya menggurui"", commercialized or independent ones. all of em are like ""kalau kamu gak jadi orang bener, nanti dihampiri setan"""""
@biarakukasihtau @itsmeemaw2 @BisexualSSR @Chrollo_lcfr @fraviato Film horror kristen kak, bukan film nuansa kristen. Tp  film tandatanya &amp  ave maryam ga diboikot (barusan searching gugel). Kembali lg menurutku di indonesia kalau bikin film horror berdasarkan agama mayoritas, pasti lebih rame penonton. Makanya sedikit yg ceritanya benar2 bagus. https://t.co/HGutvWDQaK
@unmagnetism tahun 90an ada film horor yang solusinya bukan pakai pendekatan agama Islam. Judulnya: Ranjang Setan.  Jagoan yang ngusir setannya adalah pendeta, pakai simbol Kristen.  Salah satu film horror Indonesia paling serem yang saya inget sampai sekarang.
@lilaccountz horror indonesia kehabisan bahan jadi segala solat dibuat takut kek gini, ga kreatif.  jangan sampe anak gua takut solat tahajud/subuh perkara tau 2023 ada film macem kek gini.
Ya who knows🤷‍♀️ film horror yg pake background Katolik di Indonesia jg ada (lupa judul krn temen gue yg influencer ke premier nya film itu trus share reels IG krn gue ga minat genre itu ya skip😅)
😂 iya yah makin banyak loh tema horror film indonesia tuh yang poster sama adegan nya lagi sholat, ini mereka sasaran nya mau bikin orang takut sholat kah? apa lagi buat yang sholat tahajud
Jumlah film horror Indonesia 2023 : 135 film  Jumlah film horror Indonesia 2023 yang saya tonton : 0 film
Dulu sempat nonton film horor Indonesia yang netral (netral as in gak ada unsur/kiblat agamanya), kalau gak salah judulnya Sebelum Iblis Menjemput (?) CMIIW  I think it's the first time, me, appreciate a local horror movie.
@AdorkableRacer Dulu banget pernah ada film horror Indonesia tapi Kristen, judulnya Ranjang Setan (1986).
Kenapa film horror Indonesia identik dengan agama islam? Kadang-kadang agak kesel, tp udah sering. Di umat lain gak ada horornya kah?
India lebih berani bikin film2 tentang agama mengenai ragam budaya sama pergolakan media.   Indonesia film agam jadi horror semua cok.
beberapa kali nonton film horror indonesia pasti ada adegan sholatnya, jadi aku merem aja tiap adegan sholat.
Sebetulnya opini yang ini ga salah sih. Emang horror Indonesia cringe makanya ga pernah nonton tapi komennya itu loh “bikin takut buat solat” lahh ko lawak banget ente semua 🤣🤣 kaya gue juga yang ga setaat itu ko ngakak gitu. Kalau males solat mah males aja gausah nyalahin film
@J_permanaaa Indonesia perlu film eldritch horror yang bagus tanpa umbul2 agama
Perasaan aku aja atau emang tahun ini film indonesia kebanyakan horror?
Kalo tau dengan nonton film horror bikin takut solat ya... jangan ditonton ga sih? Masih banyak film Indonesia lain yang bagus dan berkualitas.
Indonesia tuh lagian kenapa sih, laku banget perasaan kalau film horror. I remembered that one time gue diajakin nonton pengabdi setan or something sama temen-temen gue and it’s not even scary, the jump scare isn’t even scary, bruh. Kenapa laku banget sih?
@moviemenfes bosen sama film horror indonesia yg selalu dibungkus dgn agama, scene pake bikini mandi dipantai/kolam.
@J_permanaaa Di pengabdi setan malah ustadznya mati diserang pocong semenjak itu makin malas liat film horror indonesia lagi 😭
Wkwk film horor tuh ngikutin budaya setempat. Misalkan western horror movie pendekatannta lebih ke arah Kristiani ya karena mayoritas kristen, begitu juga sm film horor Indonesia dan di negara-negara lain, sesuai budaya di sana.
Anjing emang orang Indonesia tuh....  Gua kampanyein dari awal rilis temen gua kagak ada yang tertarik. Giliran film horror sampah keluar berbondong ke bioskop.
Reply dan qrt udah pernah ku risihin pas muncul film horror makmum, makanya sejauh ini film horror indonesia adalah film yang tidak pernah saya tonton sama sekali baik langsung di bioskop atau di platform lain, selain kpm krna remake juga.
@AerinaVhay @AgataDiguna @tanyakanrl Emgnya menurut lu, sepengaruh apa reply lu di twitter sama distribusi industri film horror di indonesia dn pengaruhnya ke generasi islam yg akan dtg?
@unmagnetism Indonesia mayoritas Islam, budaya-budaya nya rata-rata terhubung ke perkara Islam. Soalnya kalau mau di liat-liat, film horror negara luar juga berhubungan sama agama Katolik dan Kristen. Jadi, mungkin karna itu kali? Coba di pikir, Un.
Karena mayoritas agama di indonesia adalah ?????  Coba bandingin sama film horror di negeri paman sam:)
@unmagnetism Ya kan mayoritas muslim pak. Kalau film horror Thailand ya ngikut kultur lokal Thailand. Sebenarnya Indonesia juga ada bbrp film horor dgn background bukan islam, tp yaaa lebih menjual yg relate dgn mayoritas
@moviemenfes Ini apa maksudnya horror disambungin sama sholat. Lu kurang ide apa gimana sih? Emang ye 20 th film indonesia dikuasain indihe jadi begini
Ngapain sih ibadah di jadiin film horror gini, makin tolol film horror Indonesia gue liat
Tren Film Horror indonesia kedepannya bisa ditebak. Ini menurut pengamatanku  1. Bertema Tentang Kultus  2. Kalahnya pemuka agama/hal tentang agama 3. Udah ga pake setan. Pakenya iblis atau dewa 4. Visual gore yang mindblowing 5. Plot bertwist-twist
Bener juga sih. Banyak film horror bertema Katolik disukai orang Indonesia, tapi ga ada orang Indonesia yang kepikiran membuat film horror bertema Katolik.
Sesekali sineas Indonesia bikin film horror Kristen kek penasaran banget. Kek apakah tidak ada setan Chindo?  Terus baru sadar juga kenapa di sekolah Kristen gak pernah kudengar ada kesurupan masal 😭
@moviemenfes Film horror di indonesia udh mulai ngebosenin gak sih? Gw emang bukan fans film horror dan jarang update tentang film horror khususnya indo. Tapi yg gw perhatiin makin ke sini tema nya jadi sama semua dan cuma di modif dikit tiap film nya.
@unmagnetism Mudah saja,buatlah film horror indonesia dengan tema horror dr indonesia timur, misalnya suanggi dr Timor atau setan spock dr papua..
@lilaccountz tim anti film horror indonesia 🙏🏻
@moviemenfes kesel gue sama perfilm-an horror indonesia,berhenti bikin film yg berkaitan sama sholat lah. gue gapernah nonton sama sekali tapi malah bikin takut buat sholat sial bgt
gw sama sekali ga tertarik sama film horror indonesia. tema baseless terror yg sedihnya bisa menggoyahkan iman org yg masih perlu dibimbing dan dijaga. ga ngerti juga knp harus agama w mulu yg diduitin. masuknya penistaan agama loh ini
Lagian di indonesia hobi bener bikin film horror, kayak gak ada genre lain aja
@lilaccountz Lagipula aku kurang tertarik sama film-film horror indonesia kak miw, jadi pas liat ini ngga ada penasarannya samsek wkwkwk
Mencuri Abang Saleh has got to be film Indonesia non horror, non drama, non romance. Heist movie di indo with all the classic cliches? 100% on board dari awal DAN eksekusinya juga cakep banget
@kadyasandya iya si makin lama banyak film horror indonesia yg kek begini. jaman dulu film yg ga ada shalatnya serem2 aja kaya jailangkung,kuntilanak &amp  suzana
@vdikyy Setuju, salah satu film horror Indonesia terbaik tahun ini. Sepanjang film enak banget buat dinikmatin, meskipun scoring musiknya suka bikin kaget tiap pas ganti tahun ya hahaha
@karimnas_ Mendambakan film horror Indonesia yg Sekuler
"@unmagnetism simpel, dunia perfilman itu bisnis, bisnis itu cari cuan...  dan yg paling gampang buat dapet cuan ya pake genre horror + islam... gampang banget viral dan gampang banget dapet penonton  mungkin alesan lainnya kalau horror dri agama lain gk menarik buat penikmat film indonesia"""
@kadyasandya film horror indo gk kreatif, trs slalu berlebel support film indonesia padahal konsepnya monoton trs dan bawa agama islam jadi bagian pondasinya
Gua dulu punya hipotesa film Indonesia disokong kaum perempuan muda, dan lebih spesifik mbak2 berhijab. Genre favorit mereka? Horror. Tapi waktu bilang ini di wag anjir ada yg marah gak terima 🤣
@unmagnetism Simpel, karna mayoritas orang Indonesia (lebih dari 80%) beragama Islam, jadi ya film film horror kebanyakan pake gimmick Islam karna relate sama mayoritas
INDONESIA KALAU BIKIN FILM HORROR TUH BISA JANGAN BAWA-BAWA SOLAT NGGAK?
@rentfess met malem, disini ada Arya yang maw dong nonton horror sama kamu, kamu sukanya nonton apa? Podcast? atau Film? Arya punya beberapa rekomendasi youtuber jika kamu tertarik dengan Podcast, dan untuk Film, kamu lebih suka film apa? Barat? Asia? atau Indonesia? Ayo kita nonton —
I need film horror Indonesia yang Katolik
Film Horror Indonesia dengan kebanyakan judul yg Wadidaww masih banyak diminati, dari sini bisa kita lihat bahwa sebagian selera masyarakat indonesia juga masih wadidawww
capeknya ku liat film indonesia horror semua huft
@aespa_official @jvkesongs Film kedua berasal dari film Horror yaitu Film Wakaf yang dibintangi oleh Putri Delina nihh, siapa Sobat Radik yang penasaran dengan jalan ceritanyaa?? Nggak Usah sedih karena filmnya akan tayang pada tanggal 26 Oktober di bioskop seluruh Indonesia  #TheHobbies #RadikFM
@ernestprakasa Ini penting, ngga boleh golput. Bahaya kl Capres yang lagi di bottom yang menang. Bayangkan horrornya..., Film horror terseram di Indonesia ngga ada 1%nya.
@kenapadibalik @stealthyspctrm @cinnamongirlc @tanyarlfes Kalau menurutmu gue boong krn gatakut setan itu urusanmu, krn smpe kapanpun cerita horror akan selalu ada disekelilingmu kecuali kalau kamu mute😋 krn kamu mau membully orng percaya setan smpe kapanpum pemahaman mistin akan ttp ada selama film horror Indonesia masih tayang😂
LAAASST! Karna ini soal terakhir jadi bole lebih dari 2 kata ye, baik kan aku? Temanya FILM HORROR INDONESIA.  Jawab jam 21:21 - 21:26.
@moviemenfes studio animasi di Indonesia sebenarnya sudah mampu salah satu contohnya project animasi Nussa, cuma memang terkendala budgeting yang cukup gede buat garap film animasi dan pasar penonton nya gak se WAHH film horror jadi banyak pertimbangan
Horror bukan sembarang horror.  Rumornya sih ini film Indonesia tersadis tahun ini yaa~ https://t.co/jcHmTwldFo
Another Indonesia's horror film👻  PANGGONAN WINGIT 30 November 2023 di bioskop  Luna Maya &amp  Christian Sugiono   #PanggonanWingit https://t.co/47S4PP2Iy5
Film indonesia ni kenapa isinya horror terus ya. Apalagi ini oktober makin makin dah tu. Kek sampe gumoh
@moviemenfes Conjuring. Lumayan relate sm hantu Indonesia.  Jarang film horror luar serem krna kurang relate, tpi conjuring cukup relate
Film Indonesia nih sekarang isinya horror doang yak wkwk Gila ini trailer di bioskop yg now showing sama upcomingnya semua horror. We need more romcom, drama, and feel-good, no thought head empty movies. Bring back movies like AADC!!!
Day 22: Susuk: Kutukan Kecantikan (2023)  Simpel, film horor Indonesia terbaik di tahun 2023.  Thank you buat #KIFF2023 udh giring film ini balik lagi ke bioskop. Hana Malasan &amp  Muhammad Khan took all the spotlight in this bloody-nastier body horror! ⭐️(4/5) https://t.co/idMfcjiyaM
[UPDATE PROGRAM ACARA MUTE]  Hai hai Sobat Mute! 🎬  Di episode ini MUTE bakal review film horror Indonesia yang lagi rame dibahas. Yupp, Kisah Tanah Jawa : Pocong Gundul.  Hmm.. ada yang udah nonton filmnya? 🤔 https://t.co/HixXKEhqsI
btw aku nonton Diambang Kematian. SEREM JUJUR tp ga bikin parno sih… imo ya. dari awal ga dikasih napas, tensenya udah tinggi. semuanya udah dijelasin di film jadi gaa perlu mikir endingnya a b c. bagus sih, ga yg flop gt. tp emg tipikal film horror Indonesia tahun 2020an :s
"@nhaeyeon KTJ aku ga pernah nonton deh... semoga banyak deh ya film horror Indonesia yang emang oke buat ditonton. kemarin aku terpaksa nonton janin neraka grgr ga berani bilang gajadi"" ke mba xxi, berakhir NYESEL."""
surat terbuka untuk film horror indonesia: STOP ADA SCENE SHOLAT TRS ADA HANTUNYA 😠
Hitmaker setahun ngeluarin dua film horror. Hampir semua horror sebelumnya gue nonton, padahal jarang nonton film indonesia karna lebaran kebanyakan udah pada nongol di tv 🤣
Ngerasa ga sih sekarang film horror indonesia udah mengalami transisi, yang awalnya agak ada bokep bokepnya. Sekarang beralih ada komedinya…🤔
nonton film indonesia kayanya horror deh, sama orang tuaku. dagdigdug soalnya aku masih bocil diajakin nonton setan setanan huhuhu.
MVP Pictures Rilis Teaser Film Horror Indonesia, ‘Kereta Berdarah’, Segera Tayang di Bioskop! https://t.co/JlG1gdRdc7
YaAllah perbanyaklah uangku soalnya film horror Indonesia bagus bagus semua
"ni film oke juga, cara penulisan yang mirip sama film2 rocky soraya sebelumnya yaitu selalu ada plot twist"" paling suka film horror indonesia kayak gini. tapi meski begitu entah mengapa film ini juga terasa beda dengan film rocky soraya yg lain nya https://t.co/6Lj72N0YWG"""
Mo donlot film horror Indonesia Mangkujiwo, pgn tp kok males.. 🤔
"@kiwinism @switchsord @WatchmenID Ditempat gw,jumlah bioskop ada di 7 tempat berbeda.Tapi cuman 1 bioskop yg nayangin killers of the flower moon"",itupun cuman 3 kali penayangan dalam 1 hari 😂 Sisanya film indonesia,horror,drama ala ala sinetron yg diupgrade.Udah gt pemerannya itu itu aja,membosankan emang.."""
Ini perasaan film film horror Indonesia  sekarang tema-nya hampir semuanya tentang pesugihan / bersekutu dengan iblis setan 🙄😬
indonesia tuh cm bs bikin film horror apa gmn ya. tiap bulan ada brp biji film horror yg tayang. gw pernah nonton xxi siang2 di weekdays iklan/trailer sblm filmnya isinya 100% film horror semua dan itu mgkn ada 7-8 trailer 🤣
Indonesia gk prnah kehabisan film horror
Wauwww settingnya... Bosen juga soalnya kalo liat film horror Indonesia berlatar di desa antah berantah 😮
bjir film horror indonesia lagi keren keren cok
Tuhkan bener, SAW X bagus! Sama kaya film SAW dulu yg ke berapa gitu lupa. Nontonnya bikin ga nyaman 😬   #sawx #jigsaw #trending #scary #viral #cinemas #films #movies #teaser #poster #saw #indonesia  #fypシ #film  #tiktok #fyp #cinema #movie #drama #trailer #horror #thriller https://t.co/V3NwpwUicz
Ketika film thriller bisa bikin aku ga nyaman 👍   #Araffi #AraffiIndra #sawx #jigsaw #trending #scary #viral #cinemas #films #movies #teaser #poster #series #saw #indonesia #tiktokviral #fypシ #film #tiktokindonesia #tiktok #fyp #cinema #movie #drama #trailer #horror #thriller https://t.co/E44Mld0bla
Otaknya emg udah mengecil. Cuma nangkep ke yang jorok jorok aja bisanya. Kayaknya ada yang ketahuan suka anime pun pasti auto dikira hentai. Ntar suka horror Indonesia ngiranya film jadul dulu yang esek esek.
@infomaya_id @kegblgnunfaedh Kaya liat film horror Indonesia, kuntilanak lagi lewat
@tanyakanrl Hindari baca cerita atau nonton film horror. Sepenasaran apapun jangan pernah baca atau nonton.  Makanya aku paling anti sama film horror Indonesia. Gak enak tengah malam kebangun mikirnya yang gak².
di ambang kematian film horror indonesia tersedih yang prnah gwe tonton... mungkin krn jarang rnonton film horror indo kali ya, kalo aku nonton sendirian dirumah pasti aku udah nangis kejer cok kemaren aja ampe gemetaran nahan nangis BENCI BGT KALO UDAH MASALAH ORANG TUA GTU
Akan Tayang 26 Oktober 2023 🇮🇩  #horror #film  #Indonesia https://t.co/hi6NkzEYNX
Bisa g stop film horror indonesia  yg pola nya sama??????
Banyak film horror Indonesia beberapa tahun kebelakangan ini Jawasentris
@moviemenfes Ini setidaknya masih nyambung sama cerita seriesnya sih, dibanding film horror Indonesia jadul yg harusnya lebih fokus ke setannya malah dikasih banyak adegan gituan wkwkwk
